species	genome_assembly	clade;qual	lifespan_days;quant	length_cm;quant	weight_kg;quant	RGBIF_observation;quant	genome_size;quant	GC_content_proportion;quant	No_prot_annot;quant	median_coverage_exon;buscodataset_embryophyta;quant	No_genes;buscodataset_embryophyta;quant	No_introns;buscodataset_embryophyta;quant	median_length_introns;buscodataset_embryophyta;quant	No_multi_exonic_genes;buscodataset_embryophyta;quant	No_intron_per_gene;buscodataset_embryophyta;quant	prop_intron_annotated;buscodataset_embryophyta;quant	median_gene_fpkm;buscodataset_embryophyta;quant	average_svr;svr_class_all;buscodataset_embryophyta;quant	average_svr;svr_class_high_SV;buscodataset_embryophyta;quant	average_svr;svr_class_low_SV;buscodataset_embryophyta;quant	median_coverage_exon;buscodataset_eukaryota;quant	No_genes;buscodataset_eukaryota;quant	No_introns;buscodataset_eukaryota;quant	median_length_introns;buscodataset_eukaryota;quant	No_multi_exonic_genes;buscodataset_eukaryota;quant	No_intron_per_gene;buscodataset_eukaryota;quant	prop_intron_annotated;buscodataset_eukaryota;quant	median_gene_fpkm;buscodataset_eukaryota;quant	average_svr;svr_class_all;buscodataset_eukaryota;quant	average_svr;svr_class_high_SV;buscodataset_eukaryota;quant	average_svr;svr_class_low_SV;buscodataset_eukaryota;quant	median_coverage_exon;buscodataset_None;quant	No_genes;buscodataset_None;quant	No_introns;buscodataset_None;quant	median_length_introns;buscodataset_None;quant	No_multi_exonic_genes;buscodataset_None;quant	No_intron_per_gene;buscodataset_None;quant	prop_intron_annotated;buscodataset_None;quant	median_gene_fpkm;buscodataset_None;quant	average_svr;svr_class_all;buscodataset_None;quant	average_svr;svr_class_high_SV;buscodataset_None;quant	average_svr;svr_class_low_SV;buscodataset_None;quant	median_coverage_exon;buscodataset_metazoa;quant	No_genes;buscodataset_metazoa;quant	No_introns;buscodataset_metazoa;quant	median_length_introns;buscodataset_metazoa;quant	No_multi_exonic_genes;buscodataset_metazoa;quant	No_intron_per_gene;buscodataset_metazoa;quant	prop_intron_annotated;buscodataset_metazoa;quant	median_gene_fpkm;buscodataset_metazoa;quant	average_svr;svr_class_all;buscodataset_metazoa;quant	average_svr;svr_class_high_SV;buscodataset_metazoa;quant	average_svr;svr_class_low_SV;buscodataset_metazoa;quant	Embryophyta_dn;quant	Embryophyta_ds;quant	Embryophyta_dnds;quant	Eukaryota_dn;quant	Eukaryota_ds;quant	Eukaryota_dnds;quant	Metazoa_dn;quant	Metazoa_ds;quant	Metazoa_dnds;quant	per_clade_dn;quant	per_clade_ds;quant	per_clade_dnds;quant
Collichthys_lucidus	GCA_004119915.2	Teleostei	NA	19.8	0.0771	506	877.428961	0.42	28508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lynx_rufus	GCF_022079265.1	Mammalia	11789.5	105	15	37444	2439.236969	0.42	38579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001317996098	0.009185856767	0.143481019945235
Alosa_sapidissima	GCF_018492685.1	Teleostei	4745	76.2	5.5	14112	898.585832	0.43	56007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001662611912	0.01234629057	0.134664894088913
Silurus_meridionalis	GCF_014805685.1	Teleostei	NA	114	10.8	21	741.250839	0.39	44389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009110997203	0.06558431088	0.138920377156519
Castor_canadensis	GCF_001984765.1	Mammalia	8541	117	32	72209	2517.974654	0.4	37422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04683095619	0.4033116308	0.116116056700639
Rhinopithecus_bieti	GCF_001698545.2	Mammalia	8395	83	17	60	2800.602309	0.41	49592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005594545595	0.01478423582	0.378412902980872
Phasianus_colchicus	GCF_004143745.1	Aves	9855	53.6	1.263	2432942	1009.579609	0.41	29007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01355209741	0.1115033727	0.121539798141012
Silurus_asotus	GCA_024362625.1	Teleostei	NA	130	30	3999	737.024571	0.39	24309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01663446321	0.09930986639	0.167500610107306
Siniperca_chuatsi	GCF_020085105.1	Teleostei	3285	70	8	234	718.811213	0.4	58502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02681242718	0.1748580797	0.153338222780448
Pygocentrus_nattereri	GCF_015220715.1	Teleostei	NA	50	3.9	1530	1211.891265	0.41	50672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03243803118	0.2367776318	0.136997869830034
Chinchilla_lanigera	GCF_000276665.1	Mammalia	7300	38	0.8	656	2284.29298	0.41	45448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02973251615	0.2517100354	0.118122092759437
Lepisosteus_oculatus	GCF_000242695.1	Other Vertebrates	6570	150	4.4	53970	869.417847	0.4	41647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1592.43433416572	292	2791	593	288	9.69097222222222	0.998208527409531	9.2678	0.00918293973063073	0.149009857644482	0.00371688374367823	619.059579412578	18784	161225	755	16893	9.54389392055881	0.99441773918437	2.32462	0.0248835440253432	0.18688359934708	0.00500777995759054	1528.57065987709	946	7537	635	924	8.15692640692641	0.998673212153377	8.47065	0.0129995248989159	0.162396706370444	0.00433851479956981	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0173101361	0.08995232987	0.192436773177713
Columba_livia	GCF_000337935.1	Aves	12775	NA	0.3587	11042769	1086.925875	0.41	32506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01094391622	0.08849596946	0.12366570236791
Morone_saxatilis	GCF_004916995.1	Teleostei	10950	200	57	14361	592.968128	0.4	30912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pan_paniscus	GCF_013052645.1	Mammalia	20075	124	61	220	3015.350297	0.41	70846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001410145403	0.005860136154	0.240633556276242
Capra_hircus	GCF_001704415.2	Mammalia	8030	170	113	70237	2922.577807	0.43	42653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00403985785	0.03343060697	0.120843090094813
Camelus_dromedarius	GCF_000803125.2	Mammalia	18250	NA	690	7914	2152.32003	0.42	51736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001398553127	0.007402565088	0.188928176973025
Camelus_bactrianus	GCF_000767855.1	Mammalia	18250	345	690	622	1978.996581	0.41	41434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hymenochirus_boettgeri	GCA_019447015.1	Other Vertebrates	NA	NA	NA	896	3206.766425	0.4	28027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	765.772226304189	287	2675	1275	283	9.45229681978799	0.995140186915888	13.9688	0.00860359904512775	0.140195462033338	0.00269224582495425	170.212226078191	20654	119137	1431	14920	7.98505361930295	0.985277453687771	1.8194725	0.0150829264613253	0.176053273042974	0.00235954801174603	719.810606060606	939	7349	1435	917	8.01417666303163	0.99237991563478	12.4767	0.0110771209919097	0.14110582954772	0.00305599146961396	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1352530442	1.263899904	0.107012464968112
Notothenia_coriiceps	GCF_000735185.1	Teleostei	NA	62	NA	1244	623.325421	0.41	32182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05830700896	0.1775039829	0.328482820539572
Bactrocera_dorsalis	GCF_023373825.1	Lepido Diptera	NA	NA	NA	17104	529.784621	0.37	30102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2994.22415889745	299	957	65	264	3.625	0.959247648902821	10.3899	0.014632675025378	0.216091846589199	0.00282146253325134	1244.54073430372	14607	44446	80	10426	4.26299635526568	0.966161184358547	1.9043	0.0287812214734326	0.218762059122868	0.00305409360576989	3432.63809894819	968	2861	65	853	3.35404454865182	0.960852848654317	11.398725	0.0172131758372176	0.192067573878158	0.00286241775291954	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01547352908	0.1625669865	0.0951824808538233
Dirofilaria_immitis	GCA_024305405.1	Nematoda	NA	30	NA	719	86.813779	0.28	9741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	284.024647022475	294	2860	205	290	9.86206896551724	0.801748251748252	13.04505	0.0118830934054158	0.148042297079962	0.0032782366676192	160.817523056653	9741	63128	228	7873	8.01829035945637	0.807613103535674	4.28856	0.0156822222656214	0.16093219488259	0.00309864171340164	277.017239978439	815	7037	214	806	8.73076923076923	0.799346312349012	12.3882	0.0139960871940031	0.145599014470631	0.00358248337944397	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1161537052	0.8876506011	0.130855209308774
Crassostrea_gigas	GCF_902806645.1	Other Invertebrates	2555	15.3	0.232	5685	647.867327	0.33	63341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.8259706623722	286	839	339	223	3.76233183856502	1	3.330775	0.00529650889521961	0.194173139221495	0.00068413697028004	13.1705426356589	31371	33227	364	9672	3.43538047973532	0.995365215035965	0.327391	0.016029340807791	0.205253059719826	0.00109887235449211	52.4006488584216	907	2259	375	643	3.51321928460342	0.999114652501107	3.35779	0.00612332185963115	0.221503958457661	0.000848694024577366	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005798679352	0.06501944851	0.089183767086369
Xiphophorus_maculatus	GCF_002775205.1	Teleostei	NA	6	NA	1500	700.99326	0.39	43564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003425827619	0.02536740252	0.135048419573073
Melopsittacus_undulatus	GCF_012275295.1	Aves	7665	20	0.03	81732	1168.381322	0.42	29165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0310459154	0.1934601166	0.160477084091657
Jaculus_jaculus	GCF_020740685.1	Mammalia	2664.5	11	0.073	2409	2850.162481	0.42	44841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06927251364	0.6018640096	0.115096620723407
Scyliorhinus_canicula	GCF_902713615.1	Other Vertebrates	4380	100	3.7	25259	4156.18588	0.48	49345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6418.80188045668	282	2782	2550	273	10.1904761904762	0.998562185478073	10.1848	0.0146113540668682	0.144967365534065	0.00570068968854212	2009.3848806995	20574	170467	3501	17133	9.94962937022121	0.992321094405369	1.691785	0.0312491479094832	0.174040351152763	0.00708889747526282	5777.29799107143	891	7457	2829	865	8.62080924855491	0.99785436502615	9.75081	0.0207071560863076	0.150616374332527	0.00699398138040574	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02083559224	0.1079986085	0.192924636061399
Thelohanellus_kitauei	GCA_000827895.1	Other Invertebrates	NA	NA	NA	31	122.737609	0.31	15020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	274.486172043011	184	625	20	130	4.80769230769231	0.9312	9.94788	0.00537889843054332	0.124565920746013	0.00184452215100716	5.7499375988019	15020	16056	20	4103	3.91323421886425	0.857249626307922	0	0.00860317927916852	0.15918543489922	0.00200504897830293	395.357677902621	401	1423	20	314	4.53184713375796	0.935347856640899	14.1635	0.00557546620642138	0.126652476818985	0.00180277674530526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zosterops_borbonicus	GCA_007252995.1	Aves	NA	NA	0.0092	11846	1109.485392	0.42	22558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03184219319	0.2115059853	0.150549844463432
Ladona_fulva	GCA_000376725.2	Other Insecta	NA	NA	NA	161	1072.731428	0.36	18840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adineta_vaga	GCA_021613535.1	Other Invertebrates	NA	NA	NA	276	100.824368	0.31	32378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4502.80524941375	224	1543	55	195	7.91282051282051	0.989630589760207	28.43365	0.00300193264463116	0.156638981323008	0.000882104771933453	569.963296398892	31335	117331	56	20363	5.76197024014143	0.977985357663363	2.965665	0.00722695386004673	0.200420037472684	0.0012080281450484	3786.68897959184	688	4111	56	595	6.90924369747899	0.984432011675991	24.55825	0.00375716217876738	0.171584421354062	0.000934443003917012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poecilia_latipinna	GCF_001443285.1	Teleostei	NA	15	NA	10718	679.775218	0.39	47072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004935518226	0.03107841828	0.158808539789046
Mya_arenaria	GCF_026914265.1	Other Invertebrates	10220	7.7	0.047	28351	1216.032362	0.35	61919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1026.05719180722	240	2447	630	238	10.281512605042	0.997139354311402	7.42585	0.00676429247118858	0.169059295070337	0.00170325994175874	169.192500417571	36031	201443	643	24925	8.08196589769308	0.992692722010693	0.2288215	0.018682519848533	0.207113437565509	0.00204210006322214	871.048697861529	784	6761	698	771	8.76913099870298	0.997781393285017	5.86467	0.00795462599053578	0.183766328442549	0.00184668958762685	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2413401013	2.421076757	0.0996829615592398
Pygoscelis_adeliae	GCF_000699105.1	Aves	5840	69.85	4.99	191272	1162.459923	0.42	16927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009988573286	0.05507742405	0.181355127954645
Nephila_pilipes	GCA_019974015.1	Other Invertebrates	NA	NA	NA	13416	2611.305331	0.31	72441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07091909926	0.6164333793	0.115047467644489
Leptopilina_boulardi	GCF_019393585.1	Hymenoptera	NA	NA	NA	122	354.797574	0.28	23859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06992629524	0.8112559015	0.0861951144031215
Leptopilina_heterotoma	GCF_015476425.1	Hymenoptera	NA	NA	NA	244	484.694486	0.27	24645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07938260453	0.8803364545	0.0901730288734737
Formica_exsecta	GCF_003651465.1	Hymenoptera	NA	NA	NA	4699	243.765164	0.36	22509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02760118092	0.2020586689	0.136599835435222
Aphis_gossypii	GCF_020184175.1	Other Insecta	NA	NA	NA	13934	334.842848	0.28	26009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005053433394	0.04772823008	0.105879337774094
Python_bivittatus	GCF_000186305.1	Other Vertebrates	NA	NA	NA	1807	1384.550427	0.4	32724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	218.832391713748	297	2775	1016	292	9.50342465753425	0.998198198198198	5.00797	0.0121534345680107	0.143707738148264	0.0032447937715026	51.6197101449275	19793	112580	1156	13398	8.40274667860875	0.993462426718778	0.7146	0.0200711747668258	0.168212294262231	0.00357530282301365	231.329397874853	957	7442	1065.5	927	8.02804746494067	0.997715667831228	5.60284	0.0153220485472856	0.149078288734475	0.00393189919334589	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03307130098	0.2336467198	0.141544041398522
Protobothrops_mucrosquamatus	GCF_001527695.2	Other Vertebrates	NA	NA	NA	2824	1542.279527	0.4	23351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	523.405726872247	292	2251	1001	273	8.24542124542124	0.997778764993336	4.9047825	0.00290343399822247	0.129356891676456	0.000906199783990439	427.001888217522	20508	78642	1262	11353	6.92697965295517	0.99604537015844	0.5196705	0.0065400388310689	0.168879431821372	0.00101588035079299	532.861530458445	935	6014	1049.5	846	7.10874704491726	0.998669770535417	5.07744	0.00460552710213018	0.144896452355175	0.0011639779988187	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01215217965	0.06307474298	0.192663165569351
Pygoscelis_antarcticus	GCA_010078415.1	Aves	NA	72	5	9996	1228.273172	0.42	14226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02809524202	0.1473227227	0.19070542211748
Trichoplusia_ni	GCF_003590095.1	Lepido Diptera	NA	NA	NA	5350	367.266209	0.36	23658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1310276385	1.610974511	0.08133439579914
Carassius_gibelio	GCF_023724105.1	Teleostei	3650	46.6	3	34838	1582.055447	0.38	90465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fasciolopsis_buski	GCA_008360955.1	Other Invertebrates	365	7.5	NA	107	720.117733	0.43	11837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.422839715	4.325700752	0.0977505701947826
Lacerta_agilis	GCF_009819535.1	Other Vertebrates	NA	NA	NA	121233	1387.913091	0.44	39267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.3606060606061	286	2237	973	262	8.5381679389313	0.998211890925346	0	0.00667099747890266	0.11942451518624	0.00133948751240402	13.326582278481	20325	78074	1158	10042	7.77474606652061	0.99647770064298	0	0.014973702821136	0.168610938176848	0.00138326857094442	37.8436765208561	923	5935	1055	838	7.08233890214797	0.998483572030329	0	0.0106689116142899	0.150450989697986	0.00153577996423328	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01360631247	0.1004405258	0.135466360431976
Echinococcus_multilocularis	GCA_000469725.3	Other Invertebrates	NA	1.5	NA	2279	112.135503	0.42	10656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Scatophagus_argus	GCF_020382885.2	Teleostei	NA	45	1.336	2104	569.090713	0.41	48218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05433119117	0.4333617093	0.125371462231308
Alligator_sinensis	GCF_000455745.1	Other Vertebrates	25550	220	14.6	250	2198.602449	0.44	43105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4162.71989727384	294	2832	1029	287	9.86759581881533	0.992937853107345	10.38188	0.0309756193389845	0.138116000445368	0.00998189601408504	1296.33785046729	19129	157073	1293	16351	9.60632377224635	0.984249361761729	1.8041075	0.0508611945068925	0.169993558462573	0.0102680876838494	4275.60429869635	950	7554	1118	923	8.18418201516793	0.992057188244639	11.0277	0.041503622537106	0.154289177587039	0.0101053761236454	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00997999307	0.04075203786	0.244895558457356
